,LogName,RuleName,UtcTime,ProcessGuid,ProcessId,QueryName,QueryStatus,QueryResults,Image,User,EventType,TargetObject,Details,FileVersion,Description,Product,Company,OriginalFileName,CommandLine,CurrentDirectory,LogonGuid,LogonId,TerminalSessionId,IntegrityLevel,Hashes,ParentProcessGuid,ParentProcessId,ParentCommandLine,ParentUser,TargetFilename,CreationUtcTime,Protocol,Initiated,SourceIp,SourceHostname,SourcePort,SourcePortName,DestinationIp,DestinationHostname,DestinationPort,DestinationPortName
21," Registry value set:
",InvDB-Ver,2022-10-24 07:45:29.975,{fb91fd7c-4211-6356-2a00-000000000c00},2192,,,,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,SetValue,\REGISTRY\A\{d60e01ab-83bb-bd2e-81ec-1ed8e256e1dc}\Root\InventoryApplicationFile\notepad.exe|8a29d0c6d8c68f8e\BinProductVersion,10.0.17763.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22," Process Create:
",-,2022-10-24 07:45:46.799,{fb91fd7c-42aa-6356-8200-000000000c00},3176,,,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,MSHOME\vagrant,,,,10.0.17763.1 (WinBuild.160101.0800),Windows PowerShell,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,PowerShell.EXE,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe""",C:\Program Files\Winlogbeat\,{fb91fd7c-424a-6356-8339-030000000000},0x33983,1,High,"MD5=7353F60B1739074EB17C5F4DDDEFE239,SHA256=DE96A6E69944335375DC1AC238336066889D9FFC7D73628EF4FE1B1B160AB32C,IMPHASH=741776AACCFC5B71FF59832DCDCACE0F",{fb91fd7c-424d-6356-5b00-000000000c00},976,C:\Windows\Explorer.EXE,MSHOME\vagrant,,,,,,,,,,,,
23," File created:
",-,2022-10-24 07:45:47.235,{fb91fd7c-42aa-6356-8200-000000000c00},3176,,,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,MSHOME\vagrant,,,,,,,,,,,,,,,,,,,,C:\Users\vagrant\AppData\Local\Temp\1\__PSScriptPolicyTest_n5wpyqv5.dm3.ps1,2022-10-24 07:45:47.235,,,,,,,,,,
24," Registry value set:
","T1031,T1050",2022-10-24 07:45:51.127,{fb91fd7c-d175-6355-0b00-000000000c00},564,,,,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,SetValue,HKLM\System\CurrentControlSet\Services\winlogbeat\Start,DWORD (0x00000002),,,,,,,,,,,,,,,,,,,,,,,,,,,,
25," Registry value set:
","T1031,T1050",2022-10-24 07:45:51.127,{fb91fd7c-d175-6355-0b00-000000000c00},564,,,,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,SetValue,HKLM\System\CurrentControlSet\Services\winlogbeat\ImagePath,"""C:\Program Files\Winlogbeat\winlogbeat.exe"" --environment=windows_service -c ""C:\Program Files\Winlogbeat\winlogbeat.yml"" --path.home ""C:\Program Files\Winlogbeat"" --path.data ""C:\ProgramData\winlogbeat"" --path.logs ""C:\ProgramData\winlogbeat\logs"" -E logging.files.redirect_stderr=true",,,,,,,,,,,,,,,,,,,,,,,,,,,,
26," Process Create:
",-,2022-10-24 07:45:51.175,{fb91fd7c-42af-6356-8400-000000000c00},3316,,,,C:\Windows\System32\sc.exe,MSHOME\vagrant,,,,10.0.17763.1 (WinBuild.160101.0800),Service Control Manager Configuration Tool,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,sc.exe,"""C:\Windows\system32\sc.exe"" config winlogbeat start= delayed-auto",C:\Program Files\Winlogbeat\,{fb91fd7c-424a-6356-8339-030000000000},0x33983,1,High,"MD5=ABB56882148DE65D53ABFC55544A49A8,SHA256=78097C7CD0E57902536C60B7FA17528C313DB20869E5F944223A0BA4C801D39B,IMPHASH=35A7FFDE18D444A92D32C8B2879450FF",{fb91fd7c-42aa-6356-8200-000000000c00},3176,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe""",MSHOME\vagrant,,,,,,,,,,,,
27," Registry value set:
","T1031,T1050",2022-10-24 07:45:51.255,{fb91fd7c-d175-6355-0b00-000000000c00},564,,,,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,SetValue,HKLM\System\CurrentControlSet\Services\winlogbeat\Start,DWORD (0x00000002),,,,,,,,,,,,,,,,,,,,,,,,,,,,
28," Dns query:
",-,2022-10-24 07:45:51.581,{fb91fd7c-d176-6355-0c00-000000000c00},572,mshome.net.,0,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29," Dns query:
",-,2022-10-24 07:45:51.594,{fb91fd7c-d176-6355-0c00-000000000c00},572,ns1-35.azure-dns.com,0,::ffff:150.171.10.35;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30," Dns query:
",-,2022-10-24 07:45:51.607,{fb91fd7c-d176-6355-0c00-000000000c00},572,gc._msdcs.mshome.net.,9003,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31," Dns query:
",-,2022-10-24 07:45:51.701,{fb91fd7c-d176-6355-0c00-000000000c00},572,DomainDnsZones.mshome.net.,9003,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32," Dns query:
",-,2022-10-24 07:45:51.759,{fb91fd7c-d176-6355-0c00-000000000c00},572,ForestDnsZones.mshome.net.,9003,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33," File created:
",-,2022-10-24 07:45:55.228,{fb91fd7c-42aa-6356-8200-000000000c00},3176,,,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,MSHOME\vagrant,,,,,,,,,,,,,,,,,,,,C:\Users\vagrant\AppData\Local\Temp\1\__PSScriptPolicyTest_ucl4w1uh.kql.ps1,2022-10-24 07:45:55.228,,,,,,,,,,
34," Dns query:
",-,2022-10-24 07:46:17.755,{fb91fd7c-4211-6356-2800-000000000c00},2156,dc.mshome.net,0,fe80::6033:4b2d:d72:80a5;fe80::154a:cd08:8e86:d8c;::ffff:10.0.0.2;::ffff:10.0.2.15;,C:\Windows\ADWS\Microsoft.ActiveDirectory.WebServices.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35," Process Create:
",-,2022-10-24 07:46:20.731,{fb91fd7c-42cc-6356-8600-000000000c00},3772,,,,C:\Program Files\Winlogbeat\winlogbeat.exe,NT AUTHORITY\SYSTEM,,,,8.4.3,Winlogbeat ships Windows event logs to Elasticsearch or Logstash.,Winlogbeat,Elastic,winlogbeat.exe,"""C:\Program Files\Winlogbeat\winlogbeat.exe"" --environment=windows_service -c ""C:\Program Files\Winlogbeat\winlogbeat.yml"" --path.home ""C:\Program Files\Winlogbeat"" --path.data ""C:\ProgramData\winlogbeat"" --path.logs ""C:\ProgramData\winlogbeat\logs"" -E logging.files.redirect_stderr=true",C:\Windows\system32\,{fb91fd7c-d176-6355-e703-000000000000},0x3E7,0,System,"MD5=6A4DD02011D5BD6EB6B25320C18FD737,SHA256=7286685C1F82BCA8BC9B2A1040FDA810B460152C7BC632A18AED6F8498284EF4,IMPHASH=D0461CA0AB44F52292E6C97588F6C14A",{00000000-0000-0000-0000-000000000000},564,-,-,,,,,,,,,,,,
36," Dns query:
",-,2022-10-24 07:46:21.653,{fb91fd7c-d176-6355-0c00-000000000c00},572,dc,0,10.0.0.2;10.0.2.15;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37," Dns query:
",-,2022-10-24 07:46:21.665,{fb91fd7c-d17a-6355-1500-000000000c00},360,NT AUTHORITY,9560,-,C:\Windows\System32\svchost.exe,NT AUTHORITY\LOCAL SERVICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38," Process Create:
",-,2022-10-24 07:46:33.548,{fb91fd7c-42d9-6356-8a00-000000000c00},2076,,,,C:\Windows\System32\mmc.exe,MSHOME\vagrant,,,,10.0.17763.1 (WinBuild.160101.0800),Microsoft Management Console,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,mmc.exe,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\services.msc""",C:\Users\vagrant\,{fb91fd7c-424a-6356-8339-030000000000},0x33983,1,High,"MD5=0ED2577AA82A30B1C1C55843F23B7C69,SHA256=5DC0EFC7CF971F9DA9BD183F4BC5707176F7F829133B3EF90FFBB603516AF921,IMPHASH=B8EE2D6252332A68B70B22E3D6E377D2",{fb91fd7c-424d-6356-5b00-000000000c00},976,C:\Windows\Explorer.EXE,MSHOME\vagrant,,,,,,,,,,,,
39," Process Create:
",-,2022-10-24 07:46:57.847,{fb91fd7c-42f1-6356-8b00-000000000c00},2436,,,,C:\Windows\System32\wbem\WMIADAP.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1 (WinBuild.160101.0800),WMI Reverse Performance Adapter Maintenance Utility,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,wmicookr.dll,wmiadap.exe /F /T /R,C:\Windows\system32\,{fb91fd7c-d176-6355-e703-000000000000},0x3E7,0,System,"MD5=48D2B54B729DB3AACDD181BA3BD16DFF,SHA256=E2BA31E0F13310FC4BECBECEFC0253C4F7A7F76463A774EF3B434D46BF559291,IMPHASH=4F983A9ED8F3DD91C6E9C506B9B53863",{fb91fd7c-d17c-6355-1a00-000000000c00},1236,C:\Windows\system32\svchost.exe -k netsvcs -p,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
40," Process Create:
",-,2022-10-24 07:47:02.127,{fb91fd7c-42f6-6356-8c00-000000000c00},3596,,,,C:\Windows\System32\rundll32.exe,MSHOME\vagrant,,,,10.0.17763.1 (WinBuild.160101.0800),Windows host process (Rundll32),MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,RUNDLL32.EXE,"""C:\Windows\system32\rundll32.exe"" cryptext.dll,CryptExtOpenCER C:\http_ca.crt",C:\,{fb91fd7c-424a-6356-8339-030000000000},0x33983,1,High,"MD5=C73BA51880F5A7FB20C84185A23212EF,SHA256=01B407AF0200B66A34D9B1FA6D9EAAB758EFA36A36BB99B554384F59F8690B1A,IMPHASH=F27A7FC3A53E74F45BE370131953896A",{fb91fd7c-424d-6356-5b00-000000000c00},976,C:\Windows\Explorer.EXE,MSHOME\vagrant,,,,,,,,,,,,
41," Network connection detected:
",-,2022-10-24 07:47:02.281,{fb91fd7c-42f6-6356-8c00-000000000c00},3596,,,,C:\Windows\System32\rundll32.exe,MSHOME\vagrant,,,,,,,,,,,,,,,,,,,,,,tcp,true,10.0.2.15,dc.mshome.net,49737,-,8.241.137.126,-,80,http
42," Process Create:
",-,2022-10-24 07:47:06.457,{fb91fd7c-42fa-6356-8d00-000000000c00},4016,,,,C:\Windows\System32\rundll32.exe,MSHOME\vagrant,,,,10.0.17763.1 (WinBuild.160101.0800),Windows host process (Rundll32),MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,RUNDLL32.EXE,"""C:\Windows\system32\rundll32.exe"" C:\Windows\system32\cryptext.dll,CryptExtAddCERMachineOnlyAndHwnd MIIFWTCCA0GgAwIBAgIUQ1D2a4YUtL+4eI5pU9GPxOZ3FrswDQYJKoZIhvcNAQELBQAwPDE6MDgGA1UEAxMxRWxhc3RpY3NlYXJjaCBzZWN1cml0eSBhdXRvLWNvbmZpZ3VyYXRpb24gSFRUUCBDQTAeFw0yMjEwMjQwNTUzMzJaFw0yNTEwMjMwNTUzMzJaMDwxOjA4BgNVBAMTMUVsYXN0aWNzZWFyY2ggc2VjdXJpdHkgYXV0by1jb25maWd1cmF0aW9uIEhUVFAgQ0EwggIiMA0GCSqGSIb3DQEBAQUAA4ICDwAwggIKAoICAQDA10tPsc3xKhXUGk0p/DZkGUb8qPEV5mD36DgkRDI960wFBwyNUVPTpuW9H6+XWQgpeIkivpma64OxE3gyoAlJzVKMDWRAvZH3pLtYa3YtxKaTnJKhl7DIFXywijrm+u3rE/T62kIKvdRdt059uobLGrA8nUUnYWKusYUJAL+UKeVOmnxG2xsacAnG11Vk+lPalY52nt9jdBemlHGCrHwhU5MWK3D5NcSGpxV1rrKQiY8u44gVttcmchu0WKHg1KQozsWY2Gh4tyDt0O2JOm05+Fw7/k+s7MOeF4ATZLDPXe4X+Qa3W+zMNeO58RP3lO50K0uwh7P75Bodk0G8ZSLgKbDoEW8MqKfP6Vps9hy02mjZEnZtQ62TwaXxjVaigURKdnA7jzUxSI+q2oZvoGmApBCX7ol6g6NtMU6BsfqMmwSdSe8GzE3R/F+jDrpcs/2szS7CR8xN2TC9QrDd+4EizAS0gNHQIkVoP1oH2R+ice4J+paQ4WTi7TntOjRhGtSxdJkUYEtsltN3Re8hDGlSvDk/9vRZ9mkf6aUAZgcXWYe7XGnjN2arO08X/ntT1/IQ7psTvvoIOUQ6AMBCgMuDXPxjWUOG9Xxe3BTA4k2muTnZ16brLGt2/xjcWNGbDWMDpKzb7y+ZhhditoitJNly5Bfpekhqo4dzSK6ShXy0YQIDAQABo1MwUTAdBgNVHQ4EFgQUQQ/nf1DQ96vlBjzfjgpEUKs0e5YwHwYDVR0jBBgwFoAUQQ/nf1DQ96vlBjzfjgpEUKs0e5YwDwYDVR0TAQH/BAUwAwEB/zANBgkqhkiG9w0BAQsFAAOCAgEAdxVDdlO/Wja2VJlSPth2co8Ogx2qR/EAOL2T02OfA1OB2KZmhlZl1EZjPLpBOjEkazzIywdw5HnPEpXkGYOZIUSqn5sWzI8n+vrY9nYULpy7ldvP7Q+oh5MqlS96NDUgBfTIRCguccNYdMyMQwzOPKztjcae3btHKuTQxR2xnC3m5DeDtg0kFfMzDJN3c+wvOADP3b9C0lzzcr6f4rqOgwwSBEORq/9PhLhmiAN3kzaOM3SNDKpXtjZWdtndnAduKwJvFd58Z0fJ716fvJVkWf0qONWZPPaZkZoG4f2duYHp6olrJf1yE3rbwDOB2jbEUhxdaOrd7phfqP4ZJnmc76ctodPgszhkDICLVWbq3weu+Sq8+UqOjobSeuwlM1Xj7tHmjBthMdn/weJFRbU0ZDynfNCDYP3bmEOxMj6yOqQqTIDmxwd93SrsStpjFQaY0gKIwoJeSm8her2T/OaS+kCt1mF4DUR0MFhD5CDjUFEpx75QSTcXLmcQSwoRQkbL7CA0ZUL/G3v/VDYDp18ntLCzSY5ZjRmn/qBJd+ntYG7f/usBCvkwQyDvfNYRaUfs7mSnRyhYmUDSBKi/1NpMqvVOfMplzTMzrVeqLp44qkJdWUyfkhWIeMZVAz35/0ZfO0x8lR1RRwwFoGarfz0uboewb3oj9nCGuMV8JK2VnXE= 66262",C:\,{fb91fd7c-424a-6356-8339-030000000000},0x33983,1,High,"MD5=C73BA51880F5A7FB20C84185A23212EF,SHA256=01B407AF0200B66A34D9B1FA6D9EAAB758EFA36A36BB99B554384F59F8690B1A,IMPHASH=F27A7FC3A53E74F45BE370131953896A",{fb91fd7c-42f6-6356-8c00-000000000c00},3596,"""C:\Windows\system32\rundll32.exe"" cryptext.dll,CryptExtOpenCER C:\http_ca.crt",MSHOME\vagrant,,,,,,,,,,,,
43," Process Create:
",-,2022-10-24 07:47:26.005,{fb91fd7c-430e-6356-8e00-000000000c00},3216,,,,C:\Windows\System32\LogonUI.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1 (WinBuild.160101.0800),Windows Logon User Interface Host,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,logonui.exe,"""LogonUI.exe"" /flags:0x4 /state0:0xa39e2855 /state1:0x41c64e6d",C:\Windows\system32\,{fb91fd7c-d176-6355-e703-000000000000},0x3E7,1,System,"MD5=33F89DD9629CB0422A2C17268376232D,SHA256=9358EF8CB7FB08581D74274005263BD8FA2E6E0FC443930B25FD345CF6CE9071,IMPHASH=B9B0B64B08B38276711093CA94348D39",{fb91fd7c-d175-6355-0a00-000000000c00},500,winlogon.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
