"@timestamp","@version","@version.keyword","_id","_index","_score","agent.ephemeral_id","agent.ephemeral_id.keyword","agent.id","agent.id.keyword","agent.name","agent.name.keyword","agent.type","agent.type.keyword","agent.version","agent.version.keyword","ecs.version","ecs.version.keyword","event.original","event.original.keyword","fields.ssh-log","fields.ssh-log.keyword","host.name","host.name.keyword","input.type","input.type.keyword","log.file.path","log.file.path.keyword","log.offset",message,"message.keyword","received_at","received_from","received_from.keyword",server,"server.keyword","syslog_hostname","syslog_hostname.keyword","syslog_message","syslog_message.keyword","syslog_pid","syslog_pid.keyword","syslog_program","syslog_program.keyword","syslog_timestamp","syslog_timestamp.keyword",tags,"tags.keyword"
"Oct 22, 2022 @ 15:29:43.000",1,1,"-seZ_oMBlM6FNcp7MNqM","sqlserver-index--2022.10.22","-","7d3065d0-c7e1-408b-9020-282b9a07d7ee","7d3065d0-c7e1-408b-9020-282b9a07d7ee","904954b8-c235-4cc9-ac8e-1e2a1fecc667","904954b8-c235-4cc9-ac8e-1e2a1fecc667",c2be3c5be205,c2be3c5be205,filebeat,filebeat,"8.4.3","8.4.3","8.0.0","8.0.0","Oct 22 07:29:43 c2be3c5be205 sudo: pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","Oct 22 07:29:43 c2be3c5be205 sudo: pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sqlserver,sqlserver,c2be3c5be205,c2be3c5be205,filestream,filestream,"/var/log/auth.log","/var/log/auth.log","9,932","Oct 22 07:29:43 c2be3c5be205 sudo: pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","Oct 22 07:29:43 c2be3c5be205 sudo: pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","Oct 22, 2022 @ 15:29:52.897","{""name"":""c2be3c5be205""}","{""name"":""c2be3c5be205""}",sql,sql,c2be3c5be205,c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","-","-",sudo,sudo,"Oct 22 07:29:43","Oct 22 07:29:43","beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 22, 2022 @ 15:29:43.000",1,1,"-8eZ_oMBlM6FNcp7MNqM","sqlserver-index--2022.10.22","-","7d3065d0-c7e1-408b-9020-282b9a07d7ee","7d3065d0-c7e1-408b-9020-282b9a07d7ee","904954b8-c235-4cc9-ac8e-1e2a1fecc667","904954b8-c235-4cc9-ac8e-1e2a1fecc667",c2be3c5be205,c2be3c5be205,filebeat,filebeat,"8.4.3","8.4.3","8.0.0","8.0.0","Oct 22 07:29:43 c2be3c5be205 sudo: pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","Oct 22 07:29:43 c2be3c5be205 sudo: pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sqlserver,sqlserver,c2be3c5be205,c2be3c5be205,filestream,filestream,"/var/log/auth.log","/var/log/auth.log","10,216","Oct 22 07:29:43 c2be3c5be205 sudo: pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","Oct 22 07:29:43 c2be3c5be205 sudo: pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","Oct 22, 2022 @ 15:29:52.898","{""name"":""c2be3c5be205""}","{""name"":""c2be3c5be205""}",sql,sql,c2be3c5be205,c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","-","-",sudo,sudo,"Oct 22 07:29:43","Oct 22 07:29:43","beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 22, 2022 @ 15:25:37.000",1,1,FmDoDYQBQoDvSlp1IKEU,"sqlserver-index--2022.10.22","-","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","904954b8-c235-4cc9-ac8e-1e2a1fecc667","904954b8-c235-4cc9-ac8e-1e2a1fecc667",c2be3c5be205,c2be3c5be205,filebeat,filebeat,"8.4.3","8.4.3","8.0.0","8.0.0","Oct 22 07:25:37 c2be3c5be205 sudo:     adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat /var/log/auth.log","Oct 22 07:25:37 c2be3c5be205 sudo:     adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat /var/log/auth.log",sqlserver,sqlserver,c2be3c5be205,c2be3c5be205,filestream,filestream,"/var/log/auth.log","/var/log/auth.log","9,198","Oct 22 07:25:37 c2be3c5be205 sudo:     adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat /var/log/auth.log","Oct 22 07:25:37 c2be3c5be205 sudo:     adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat /var/log/auth.log","Oct 25, 2022 @ 14:50:22.525","{""name"":""c2be3c5be205""}","{""name"":""c2be3c5be205""}",sql,sql,c2be3c5be205,c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat /var/log/auth.log","    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat /var/log/auth.log","-","-",sudo,sudo,"Oct 22 07:25:37","Oct 22 07:25:37","beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 22, 2022 @ 15:25:37.000",1,1,F2DoDYQBQoDvSlp1IKEU,"sqlserver-index--2022.10.22","-","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","904954b8-c235-4cc9-ac8e-1e2a1fecc667","904954b8-c235-4cc9-ac8e-1e2a1fecc667",c2be3c5be205,c2be3c5be205,filebeat,filebeat,"8.4.3","8.4.3","8.0.0","8.0.0","Oct 22 07:25:37 c2be3c5be205 sudo: pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","Oct 22 07:25:37 c2be3c5be205 sudo: pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sqlserver,sqlserver,c2be3c5be205,c2be3c5be205,filestream,filestream,"/var/log/auth.log","/var/log/auth.log","9,324","Oct 22 07:25:37 c2be3c5be205 sudo: pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","Oct 22 07:25:37 c2be3c5be205 sudo: pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","Oct 25, 2022 @ 14:50:22.525","{""name"":""c2be3c5be205""}","{""name"":""c2be3c5be205""}",sql,sql,c2be3c5be205,c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","-","-",sudo,sudo,"Oct 22 07:25:37","Oct 22 07:25:37","beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 22, 2022 @ 15:25:37.000",1,1,GGDoDYQBQoDvSlp1IKEU,"sqlserver-index--2022.10.22","-","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","904954b8-c235-4cc9-ac8e-1e2a1fecc667","904954b8-c235-4cc9-ac8e-1e2a1fecc667",c2be3c5be205,c2be3c5be205,filebeat,filebeat,"8.4.3","8.4.3","8.0.0","8.0.0","Oct 22 07:25:37 c2be3c5be205 sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory","Oct 22 07:25:37 c2be3c5be205 sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sqlserver,sqlserver,c2be3c5be205,c2be3c5be205,filestream,filestream,"/var/log/auth.log","/var/log/auth.log","9,478","Oct 22 07:25:37 c2be3c5be205 sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory","Oct 22 07:25:37 c2be3c5be205 sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory","Oct 25, 2022 @ 14:50:22.525","{""name"":""c2be3c5be205""}","{""name"":""c2be3c5be205""}",sql,sql,c2be3c5be205,c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory","pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory","-","-",sudo,sudo,"Oct 22 07:25:37","Oct 22 07:25:37","beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 22, 2022 @ 15:25:37.000",1,1,GWDoDYQBQoDvSlp1IKEU,"sqlserver-index--2022.10.22","-","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","904954b8-c235-4cc9-ac8e-1e2a1fecc667","904954b8-c235-4cc9-ac8e-1e2a1fecc667",c2be3c5be205,c2be3c5be205,filebeat,filebeat,"8.4.3","8.4.3","8.0.0","8.0.0","Oct 22 07:25:37 c2be3c5be205 sudo: pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","Oct 22 07:25:37 c2be3c5be205 sudo: pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sqlserver,sqlserver,c2be3c5be205,c2be3c5be205,filestream,filestream,"/var/log/auth.log","/var/log/auth.log","9,608","Oct 22 07:25:37 c2be3c5be205 sudo: pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","Oct 22 07:25:37 c2be3c5be205 sudo: pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","Oct 25, 2022 @ 14:50:22.525","{""name"":""c2be3c5be205""}","{""name"":""c2be3c5be205""}",sql,sql,c2be3c5be205,c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","-","-",sudo,sudo,"Oct 22 07:25:37","Oct 22 07:25:37","beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 22, 2022 @ 15:25:37.000",1,1,GmDoDYQBQoDvSlp1IKEU,"sqlserver-index--2022.10.22","-","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","904954b8-c235-4cc9-ac8e-1e2a1fecc667","904954b8-c235-4cc9-ac8e-1e2a1fecc667",c2be3c5be205,c2be3c5be205,filebeat,filebeat,"8.4.3","8.4.3","8.0.0","8.0.0","Oct 22 07:25:37 c2be3c5be205 sudo: pam_unix(sudo:session): session closed for user root","Oct 22 07:25:37 c2be3c5be205 sudo: pam_unix(sudo:session): session closed for user root",sqlserver,sqlserver,c2be3c5be205,c2be3c5be205,filestream,filestream,"/var/log/auth.log","/var/log/auth.log","9,717","Oct 22 07:25:37 c2be3c5be205 sudo: pam_unix(sudo:session): session closed for user root","Oct 22 07:25:37 c2be3c5be205 sudo: pam_unix(sudo:session): session closed for user root","Oct 25, 2022 @ 14:50:22.525","{""name"":""c2be3c5be205""}","{""name"":""c2be3c5be205""}",sql,sql,c2be3c5be205,c2be3c5be205,"pam_unix(sudo:session): session closed for user root","pam_unix(sudo:session): session closed for user root","-","-",sudo,sudo,"Oct 22 07:25:37","Oct 22 07:25:37","beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 22, 2022 @ 15:25:37.000",1,1,"qMeV_oMBlM6FNcp7UNd4","sqlserver-index--2022.10.22","-","7d3065d0-c7e1-408b-9020-282b9a07d7ee","7d3065d0-c7e1-408b-9020-282b9a07d7ee","904954b8-c235-4cc9-ac8e-1e2a1fecc667","904954b8-c235-4cc9-ac8e-1e2a1fecc667",c2be3c5be205,c2be3c5be205,filebeat,filebeat,"8.4.3","8.4.3","8.0.0","8.0.0","Oct 22 07:25:37 c2be3c5be205 sudo:     adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat /var/log/auth.log","Oct 22 07:25:37 c2be3c5be205 sudo:     adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat /var/log/auth.log",sqlserver,sqlserver,c2be3c5be205,c2be3c5be205,filestream,filestream,"/var/log/auth.log","/var/log/auth.log","9,198","Oct 22 07:25:37 c2be3c5be205 sudo:     adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat /var/log/auth.log","Oct 22 07:25:37 c2be3c5be205 sudo:     adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat /var/log/auth.log","Oct 22, 2022 @ 15:25:38.867","{""name"":""c2be3c5be205""}","{""name"":""c2be3c5be205""}",sql,sql,c2be3c5be205,c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat /var/log/auth.log","    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat /var/log/auth.log","-","-",sudo,sudo,"Oct 22 07:25:37","Oct 22 07:25:37","beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 22, 2022 @ 15:25:37.000",1,1,"qceV_oMBlM6FNcp7UNd4","sqlserver-index--2022.10.22","-","7d3065d0-c7e1-408b-9020-282b9a07d7ee","7d3065d0-c7e1-408b-9020-282b9a07d7ee","904954b8-c235-4cc9-ac8e-1e2a1fecc667","904954b8-c235-4cc9-ac8e-1e2a1fecc667",c2be3c5be205,c2be3c5be205,filebeat,filebeat,"8.4.3","8.4.3","8.0.0","8.0.0","Oct 22 07:25:37 c2be3c5be205 sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory","Oct 22 07:25:37 c2be3c5be205 sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sqlserver,sqlserver,c2be3c5be205,c2be3c5be205,filestream,filestream,"/var/log/auth.log","/var/log/auth.log","9,478","Oct 22 07:25:37 c2be3c5be205 sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory","Oct 22 07:25:37 c2be3c5be205 sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory","Oct 22, 2022 @ 15:25:38.867","{""name"":""c2be3c5be205""}","{""name"":""c2be3c5be205""}",sql,sql,c2be3c5be205,c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory","pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory","-","-",sudo,sudo,"Oct 22 07:25:37","Oct 22 07:25:37","beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 22, 2022 @ 15:25:37.000",1,1,"qseV_oMBlM6FNcp7UNd4","sqlserver-index--2022.10.22","-","7d3065d0-c7e1-408b-9020-282b9a07d7ee","7d3065d0-c7e1-408b-9020-282b9a07d7ee","904954b8-c235-4cc9-ac8e-1e2a1fecc667","904954b8-c235-4cc9-ac8e-1e2a1fecc667",c2be3c5be205,c2be3c5be205,filebeat,filebeat,"8.4.3","8.4.3","8.0.0","8.0.0","Oct 22 07:25:37 c2be3c5be205 sudo: pam_unix(sudo:session): session closed for user root","Oct 22 07:25:37 c2be3c5be205 sudo: pam_unix(sudo:session): session closed for user root",sqlserver,sqlserver,c2be3c5be205,c2be3c5be205,filestream,filestream,"/var/log/auth.log","/var/log/auth.log","9,717","Oct 22 07:25:37 c2be3c5be205 sudo: pam_unix(sudo:session): session closed for user root","Oct 22 07:25:37 c2be3c5be205 sudo: pam_unix(sudo:session): session closed for user root","Oct 22, 2022 @ 15:25:38.867","{""name"":""c2be3c5be205""}","{""name"":""c2be3c5be205""}",sql,sql,c2be3c5be205,c2be3c5be205,"pam_unix(sudo:session): session closed for user root","pam_unix(sudo:session): session closed for user root","-","-",sudo,sudo,"Oct 22 07:25:37","Oct 22 07:25:37","beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 22, 2022 @ 15:25:37.000",1,1,"q8eV_oMBlM6FNcp7UNd5","sqlserver-index--2022.10.22","-","7d3065d0-c7e1-408b-9020-282b9a07d7ee","7d3065d0-c7e1-408b-9020-282b9a07d7ee","904954b8-c235-4cc9-ac8e-1e2a1fecc667","904954b8-c235-4cc9-ac8e-1e2a1fecc667",c2be3c5be205,c2be3c5be205,filebeat,filebeat,"8.4.3","8.4.3","8.0.0","8.0.0","Oct 22 07:25:37 c2be3c5be205 sudo: pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","Oct 22 07:25:37 c2be3c5be205 sudo: pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sqlserver,sqlserver,c2be3c5be205,c2be3c5be205,filestream,filestream,"/var/log/auth.log","/var/log/auth.log","9,324","Oct 22 07:25:37 c2be3c5be205 sudo: pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","Oct 22 07:25:37 c2be3c5be205 sudo: pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","Oct 22, 2022 @ 15:25:38.867","{""name"":""c2be3c5be205""}","{""name"":""c2be3c5be205""}",sql,sql,c2be3c5be205,c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","-","-",sudo,sudo,"Oct 22 07:25:37","Oct 22 07:25:37","beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 22, 2022 @ 15:25:37.000",1,1,"rMeV_oMBlM6FNcp7UNd5","sqlserver-index--2022.10.22","-","7d3065d0-c7e1-408b-9020-282b9a07d7ee","7d3065d0-c7e1-408b-9020-282b9a07d7ee","904954b8-c235-4cc9-ac8e-1e2a1fecc667","904954b8-c235-4cc9-ac8e-1e2a1fecc667",c2be3c5be205,c2be3c5be205,filebeat,filebeat,"8.4.3","8.4.3","8.0.0","8.0.0","Oct 22 07:25:37 c2be3c5be205 sudo: pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","Oct 22 07:25:37 c2be3c5be205 sudo: pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sqlserver,sqlserver,c2be3c5be205,c2be3c5be205,filestream,filestream,"/var/log/auth.log","/var/log/auth.log","9,608","Oct 22 07:25:37 c2be3c5be205 sudo: pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","Oct 22 07:25:37 c2be3c5be205 sudo: pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","Oct 22, 2022 @ 15:25:38.867","{""name"":""c2be3c5be205""}","{""name"":""c2be3c5be205""}",sql,sql,c2be3c5be205,c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","-","-",sudo,sudo,"Oct 22 07:25:37","Oct 22 07:25:37","beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 22, 2022 @ 15:23:42.000",1,1,EWDoDYQBQoDvSlp1IKEU,"sqlserver-index--2022.10.22","-","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","904954b8-c235-4cc9-ac8e-1e2a1fecc667","904954b8-c235-4cc9-ac8e-1e2a1fecc667",c2be3c5be205,c2be3c5be205,filebeat,filebeat,"8.4.3","8.4.3","8.0.0","8.0.0","Oct 22 07:23:42 c2be3c5be205 sudo:     adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat cleanup.sh","Oct 22 07:23:42 c2be3c5be205 sudo:     adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat cleanup.sh",sqlserver,sqlserver,c2be3c5be205,c2be3c5be205,filestream,filestream,"/var/log/auth.log","/var/log/auth.log","8,598","Oct 22 07:23:42 c2be3c5be205 sudo:     adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat cleanup.sh","Oct 22 07:23:42 c2be3c5be205 sudo:     adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat cleanup.sh","Oct 25, 2022 @ 14:50:22.525","{""name"":""c2be3c5be205""}","{""name"":""c2be3c5be205""}",sql,sql,c2be3c5be205,c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat cleanup.sh","    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat cleanup.sh","-","-",sudo,sudo,"Oct 22 07:23:42","Oct 22 07:23:42","beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 22, 2022 @ 15:23:42.000",1,1,EmDoDYQBQoDvSlp1IKEU,"sqlserver-index--2022.10.22","-","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","904954b8-c235-4cc9-ac8e-1e2a1fecc667","904954b8-c235-4cc9-ac8e-1e2a1fecc667",c2be3c5be205,c2be3c5be205,filebeat,filebeat,"8.4.3","8.4.3","8.0.0","8.0.0","Oct 22 07:23:42 c2be3c5be205 sudo: pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","Oct 22 07:23:42 c2be3c5be205 sudo: pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sqlserver,sqlserver,c2be3c5be205,c2be3c5be205,filestream,filestream,"/var/log/auth.log","/var/log/auth.log","8,717","Oct 22 07:23:42 c2be3c5be205 sudo: pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","Oct 22 07:23:42 c2be3c5be205 sudo: pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","Oct 25, 2022 @ 14:50:22.525","{""name"":""c2be3c5be205""}","{""name"":""c2be3c5be205""}",sql,sql,c2be3c5be205,c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0","-","-",sudo,sudo,"Oct 22 07:23:42","Oct 22 07:23:42","beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 22, 2022 @ 15:23:42.000",1,1,E2DoDYQBQoDvSlp1IKEU,"sqlserver-index--2022.10.22","-","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","904954b8-c235-4cc9-ac8e-1e2a1fecc667","904954b8-c235-4cc9-ac8e-1e2a1fecc667",c2be3c5be205,c2be3c5be205,filebeat,filebeat,"8.4.3","8.4.3","8.0.0","8.0.0","Oct 22 07:23:42 c2be3c5be205 sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory","Oct 22 07:23:42 c2be3c5be205 sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sqlserver,sqlserver,c2be3c5be205,c2be3c5be205,filestream,filestream,"/var/log/auth.log","/var/log/auth.log","8,871","Oct 22 07:23:42 c2be3c5be205 sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory","Oct 22 07:23:42 c2be3c5be205 sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory","Oct 25, 2022 @ 14:50:22.525","{""name"":""c2be3c5be205""}","{""name"":""c2be3c5be205""}",sql,sql,c2be3c5be205,c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory","pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory","-","-",sudo,sudo,"Oct 22 07:23:42","Oct 22 07:23:42","beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 22, 2022 @ 15:23:42.000",1,1,FGDoDYQBQoDvSlp1IKEU,"sqlserver-index--2022.10.22","-","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","904954b8-c235-4cc9-ac8e-1e2a1fecc667","904954b8-c235-4cc9-ac8e-1e2a1fecc667",c2be3c5be205,c2be3c5be205,filebeat,filebeat,"8.4.3","8.4.3","8.0.0","8.0.0","Oct 22 07:23:42 c2be3c5be205 sudo: pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","Oct 22 07:23:42 c2be3c5be205 sudo: pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sqlserver,sqlserver,c2be3c5be205,c2be3c5be205,filestream,filestream,"/var/log/auth.log","/var/log/auth.log","9,001","Oct 22 07:23:42 c2be3c5be205 sudo: pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","Oct 22 07:23:42 c2be3c5be205 sudo: pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","Oct 25, 2022 @ 14:50:22.525","{""name"":""c2be3c5be205""}","{""name"":""c2be3c5be205""}",sql,sql,c2be3c5be205,c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)","-","-",sudo,sudo,"Oct 22 07:23:42","Oct 22 07:23:42","beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 22, 2022 @ 15:23:42.000",1,1,FWDoDYQBQoDvSlp1IKEU,"sqlserver-index--2022.10.22","-","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","3aa4964c-230d-4e96-9270-84ce5a6b7ca8","904954b8-c235-4cc9-ac8e-1e2a1fecc667","904954b8-c235-4cc9-ac8e-1e2a1fecc667",c2be3c5be205,c2be3c5be205,filebeat,filebeat,"8.4.3","8.4.3","8.0.0","8.0.0","Oct 22 07:23:42 c2be3c5be205 sudo: pam_unix(sudo:session): session closed for user root","Oct 22 07:23:42 c2be3c5be205 sudo: pam_unix(sudo:session): session closed for user root",sqlserver,sqlserver,c2be3c5be205,c2be3c5be205,filestream,filestream,"/var/log/auth.log","/var/log/auth.log","9,110","Oct 22 07:23:42 c2be3c5be205 sudo: pam_unix(sudo:session): session closed for user root","Oct 22 07:23:42 c2be3c5be205 sudo: pam_unix(sudo:session): session closed for user root","Oct 25, 2022 @ 14:50:22.525","{""name"":""c2be3c5be205""}","{""name"":""c2be3c5be205""}",sql,sql,c2be3c5be205,c2be3c5be205,"pam_unix(sudo:session): session closed for user root","pam_unix(sudo:session): session closed for user root","-","-",sudo,sudo,"Oct 22 07:23:42","Oct 22 07:23:42","beats_input_codec_plain_applied","beats_input_codec_plain_applied"
