"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","ecs.version","event.dataset","event.module","fileset.name","host.architecture","host.containerized","host.hostname","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","input.type","log.file.path","log.offset",logsource,message,"message_id","postfix.mail.auth_method","postfix.mail.bytes","postfix.mail.commands","postfix.mail.from","postfix.mail.login_username","postfix.mail.nrcpt","postfix.mail.queue_id","postfix.mail.remote_address","postfix.mail.remote_host","program.name","program.pid","service.type","source.ip",tags
"Oct 24, 2022 @ 07:00:42.000",f6FLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","96,944",emailserver,"client=unknown[10.0.0.1], sasl_method=LOGIN, sasl_username=support@test.com","-",LOGIN,"-","-","-","support@test.com","-",C087A2262A5,"10.0.0.1",unknown,"postfix/smtpd",191,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",gKFLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","97,081",emailserver,"message-id=<>","(empty)","-","-","-","-","-","-",C087A2262A5,"-","-","postfix/cleanup",195,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",gaFLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","97,158",emailserver,"from=<support@test.com>, size=203, nrcpt=1 (queue active)","-","-",203,"-","support@test.com","-",1,C087A2262A5,"-","-","postfix/qmgr",106,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",gqFLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","97,276",emailserver,"disconnect from unknown[10.0.0.1] auth=1 mail=1 rcpt=1 data=1 commands=4","-","-","-","auth=1, mail=1, rcpt=1, data=1, commands=4","-","-","-","-","10.0.0.1",unknown,"postfix/smtpd",191,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",g6FLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","97,397",emailserver,"to=<hannah@test.com>, relay=virtual, delay=0, delays=0/0/0/0, dsn=2.0.0, status=sent (delivered to maildir)","-","-","-","-","-","-","-",C087A2262A5,"-","-","postfix/virtual",193,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",hKFLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","97,568",emailserver,"connect from unknown[10.0.0.1]","-","-","-","-","-","-","-","-","10.0.0.1",unknown,"postfix/smtpd",186,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",haFLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","97,647",emailserver,removed,"-","-","-","-","-","-","-",C087A2262A5,"-","-","postfix/qmgr",106,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",hqFLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","97,715",emailserver,"client=unknown[10.0.0.1], sasl_method=LOGIN, sasl_username=support@test.com","-",LOGIN,"-","-","-","support@test.com","-",C15722262A5,"10.0.0.1",unknown,"postfix/smtpd",186,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",h6FLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","97,852",emailserver,"message-id=<>","(empty)","-","-","-","-","-","-",C15722262A5,"-","-","postfix/cleanup",195,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",iKFLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","97,929",emailserver,"from=<support@test.com>, size=246, nrcpt=1 (queue active)","-","-",246,"-","support@test.com","-",1,C15722262A5,"-","-","postfix/qmgr",106,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",iaFLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","98,047",emailserver,"disconnect from unknown[10.0.0.1] auth=1 mail=1 rcpt=1 data=1 commands=4","-","-","-","auth=1, mail=1, rcpt=1, data=1, commands=4","-","-","-","-","10.0.0.1",unknown,"postfix/smtpd",186,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",iqFLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","98,168",emailserver,"connect from unknown[10.0.0.1]","-","-","-","-","-","-","-","-","10.0.0.1",unknown,"postfix/smtpd",191,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",i6FLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","98,247",emailserver,"to=<hannah@test.com>, relay=virtual, delay=0, delays=0/0/0/0, dsn=2.0.0, status=sent (delivered to maildir)","-","-","-","-","-","-","-",C15722262A5,"-","-","postfix/virtual",194,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",jKFLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","98,418",emailserver,removed,"-","-","-","-","-","-","-",C15722262A5,"-","-","postfix/qmgr",106,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",jaFLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","98,486",emailserver,"client=unknown[10.0.0.1], sasl_method=LOGIN, sasl_username=albert@test.com","-",LOGIN,"-","-","-","albert@test.com","-",C2C032262A5,"10.0.0.1",unknown,"postfix/smtpd",191,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",jqFLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","98,622",emailserver,"message-id=<>","(empty)","-","-","-","-","-","-",C2C032262A5,"-","-","postfix/cleanup",195,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",j6FLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","98,699",emailserver,"from=<albert@test.com>, size=205, nrcpt=1 (queue active)","-","-",205,"-","albert@test.com","-",1,C2C032262A5,"-","-","postfix/qmgr",106,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",kKFLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","98,816",emailserver,"to=<hannah@test.com>, relay=virtual, delay=0.01, delays=0.01/0/0/0, dsn=2.0.0, status=sent (delivered to maildir)","-","-","-","-","-","-","-",C2C032262A5,"-","-","postfix/virtual",192,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",kaFLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","98,993",emailserver,removed,"-","-","-","-","-","-","-",C2C032262A5,"-","-","postfix/qmgr",106,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 07:00:42.000",kqFLCoQBnzfJo7CMxcV6,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","99,061",emailserver,"disconnect from unknown[10.0.0.1] auth=1 mail=1 rcpt=1 data=1 commands=4","-","-","-","auth=1, mail=1, rcpt=1, data=1, commands=4","-","-","-","-","10.0.0.1",unknown,"postfix/smtpd",191,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
