"@timestamp","log.file.path","syslog_hostname","syslog_message","syslog_program"
"Oct 22, 2022 @ 15:35:41.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo
"Oct 22, 2022 @ 15:35:41.000","/var/log/auth.log",c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/stat /etc/passwd",sudo
"Oct 22, 2022 @ 15:35:41.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:35:41.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:34:40.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sudo
"Oct 22, 2022 @ 15:34:40.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:34:40.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:34:40.000","/var/log/auth.log",c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/head /var/log/auth.log",sudo
"Oct 22, 2022 @ 15:34:40.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo
"Oct 22, 2022 @ 15:33:58.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sudo
"Oct 22, 2022 @ 15:33:58.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo
"Oct 22, 2022 @ 15:33:58.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:33:58.000","/var/log/auth.log",c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/head /var/log/auth.log",sudo
"Oct 22, 2022 @ 15:33:58.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:33:00.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sudo
"Oct 22, 2022 @ 15:33:00.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo
"Oct 22, 2022 @ 15:33:00.000","/var/log/auth.log",c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/stat /etc/passwd",sudo
"Oct 22, 2022 @ 15:33:00.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:33:00.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:32:53.000","/var/log/auth.log",c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/touch -a -m -d 4 months ago 24 minutes ago /etc/passwd",sudo
"Oct 22, 2022 @ 15:32:53.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:32:53.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:32:53.000","/var/log/auth.log",c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/touch -a -m -d 1 year ago 2 months ago 2 days ago 48 minutes ago 10 seconds ago /etc/init.d/initservice.sh",sudo
"Oct 22, 2022 @ 15:32:53.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sudo
"Oct 22, 2022 @ 15:32:53.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:32:53.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:32:53.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sudo
"Oct 22, 2022 @ 15:32:53.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo
"Oct 22, 2022 @ 15:32:53.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sudo
"Oct 22, 2022 @ 15:32:53.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo
"Oct 22, 2022 @ 15:32:53.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo
"Oct 22, 2022 @ 15:32:53.000","/var/log/auth.log",c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/touch -a -m -d 1 year ago 2 months ago 1 day ago 10 minutes ago 50 seconds ago /usr/bin/service.sh",sudo
"Oct 22, 2022 @ 15:32:53.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:32:53.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:32:44.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1000,euid=0",sudo
"Oct 22, 2022 @ 15:32:44.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)",sudo
"Oct 22, 2022 @ 15:32:44.000","/var/log/auth.log",c2be3c5be205," vagrant : TTY=pts/1 ; PWD=/home/ubuntu ; USER=root ; COMMAND=/usr/sbin/service auditbeat stop",sudo
"Oct 22, 2022 @ 15:32:44.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:32:44.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:32:38.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sshd:session): session opened for user vagrant(uid=1000) by (uid=0)",sshd
"Oct 22, 2022 @ 15:32:38.000","/var/log/auth.log",c2be3c5be205,"pam_systemd(sshd:session): Failed to connect to system bus: No such file or directory",sshd
"Oct 22, 2022 @ 15:32:38.000","/var/log/auth.log",c2be3c5be205,"Accepted publickey for vagrant from 172.17.0.1 port 50094 ssh2: RSA SHA256:lsbtRYvA/onbvAri5DkY2aQ9kixlS+nRF15xrkmDvt4",sshd
"Oct 22, 2022 @ 15:32:38.000","/var/log/auth.log",c2be3c5be205,"pam_env(sshd:session): Unable to open env file: /etc/default/locale: No such file or directory",sshd
"Oct 22, 2022 @ 15:32:14.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sudo
"Oct 22, 2022 @ 15:32:14.000","/var/log/auth.log",c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/stat /usr/bin/service.sh",sudo
"Oct 22, 2022 @ 15:32:14.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:32:14.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo
"Oct 22, 2022 @ 15:32:14.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:31:08.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sudo
"Oct 22, 2022 @ 15:31:08.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo
"Oct 22, 2022 @ 15:31:08.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:31:08.000","/var/log/auth.log",c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/stat /etc/init.d/initservice.sh",sudo
"Oct 22, 2022 @ 15:31:08.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:30:01.000","/var/log/auth.log",c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/stat /etc/passwd",sudo
"Oct 22, 2022 @ 15:30:01.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:30:01.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:30:01.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sudo
"Oct 22, 2022 @ 15:30:01.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo
"Oct 22, 2022 @ 15:29:43.000","/var/log/auth.log",c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/head /var/log/auth.log",sudo
"Oct 22, 2022 @ 15:29:43.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:29:43.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:29:43.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sudo
"Oct 22, 2022 @ 15:29:43.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo
"Oct 22, 2022 @ 15:25:37.000","/var/log/auth.log",c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat /var/log/auth.log",sudo
"Oct 22, 2022 @ 15:25:37.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:25:37.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:25:37.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sudo
"Oct 22, 2022 @ 15:25:37.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo
"Oct 22, 2022 @ 15:23:42.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sudo
"Oct 22, 2022 @ 15:23:42.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo
"Oct 22, 2022 @ 15:23:42.000","/var/log/auth.log",c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat cleanup.sh",sudo
"Oct 22, 2022 @ 15:23:42.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:23:42.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:22:59.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:22:51.000","/var/log/auth.log",c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/vim cleanup.sh",sudo
"Oct 22, 2022 @ 15:22:51.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sudo
"Oct 22, 2022 @ 15:22:51.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:22:51.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo
"Oct 22, 2022 @ 15:21:38.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:21:26.000","/var/log/auth.log",c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/vim cleanup.sh",sudo
"Oct 22, 2022 @ 15:21:26.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:21:26.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sudo
"Oct 22, 2022 @ 15:21:26.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=1001,euid=0",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=0,euid=0",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=0)",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"    root : TTY=pts/1 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat /dev/null",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"    root : TTY=pts/1 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/rm /home/adam/run.sh",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=0)",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"    root : TTY=pts/1 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/rm /home/adam/initservice.sh",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=0,euid=0",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=0)",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"    root : TTY=pts/1 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/rm /home/adam/modify.sh",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=0,euid=0",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=0)",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"    root : TTY=pts/1 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/touch -a -m -d 4 months ago 24 minutes ago /etc/passwd",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"    root : TTY=pts/1 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/touch -a -m -d 1 year ago 2 months ago 2 days ago 48 minutes ago 10 seconds ago /etc/init.d/initservice.sh",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=0,euid=0",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=0)",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=./cleanup.sh",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"    root : TTY=pts/1 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/cat /dev/null",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=0,euid=0",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=0)",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=0,euid=0",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=0)",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"    root : TTY=pts/1 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/rm /home/adam/service.sh",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=0,euid=0",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=0,euid=0",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=0)",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"    root : TTY=pts/1 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/rm /home/adam/exfil.sh",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=0,euid=0",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=0)",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"    root : TTY=pts/1 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/rm /home/adam/exfiltrated.sh",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=0,euid=0",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=0)",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_limits(sudo:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=0,euid=0",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=0)",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"    root : TTY=pts/1 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/touch -a -m -d 1 year ago 2 months ago 1 day ago 10 minutes ago 50 seconds ago /usr/bin/service.sh",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:21:03.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session closed for user root",sudo
"Oct 22, 2022 @ 15:20:10.000","/var/log/auth.log",c2be3c5be205,"    adam : TTY=pts/0 ; PWD=/home/adam ; USER=root ; COMMAND=/usr/bin/chmod 777 cleanup.sh",sudo
"Oct 22, 2022 @ 15:20:10.000","/var/log/auth.log",c2be3c5be205,"pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo
