"@timestamp","@version","@version.keyword","_id","_index","_score","agent.ephemeral_id","agent.ephemeral_id.keyword","agent.id","agent.id.keyword","agent.name","agent.name.keyword","agent.type","agent.type.keyword","agent.version","agent.version.keyword",day,"day.keyword",dayofweek,"dayofweek.keyword","ecs.version","ecs.version.keyword","event.dataset","event.dataset.keyword","event.original","event.original.keyword","host.architecture","host.architecture.keyword","host.containerized","host.hostname","host.hostname.keyword","host.ip","host.ip.keyword","host.mac","host.mac.keyword","host.name","host.name.keyword","host.os.codename","host.os.codename.keyword","host.os.family","host.os.family.keyword","host.os.kernel","host.os.kernel.keyword","host.os.name","host.os.name.keyword","host.os.platform","host.os.platform.keyword","host.os.type","host.os.type.keyword","host.os.version","host.os.version.keyword","input.type","input.type.keyword","log.file.path","log.file.path.keyword","log.offset",message,"message.keyword",month,"month.keyword",tags,"tags.keyword",time,"time.keyword","vsftpd_action","vsftpd_action.keyword","vsftpd_client_ip","vsftpd_client_ip.keyword","vsftpd_command","vsftpd_command.keyword","vsftpd_pid","vsftpd_pid.keyword","vsftpd_user","vsftpd_user.keyword",year,"year.keyword"
"Oct 20, 2022 @ 23:40:55.267",1,1,"8PMQ9oMBsx1V2s_5aJxc","filebeat-2022.10.20","-","3db771dd-380f-4c85-abf0-31f39e08eac2","3db771dd-380f-4c85-abf0-31f39e08eac2","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 22:05:47 2022 [pid 45] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 22:05:47 2022 [pid 45] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","6,467","Thu Oct 20 22:05:47 2022 [pid 45] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 22:05:47 2022 [pid 45] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","22:05:47","22:05:47","FTP response","FTP response","192.168.20.3","192.168.20.3","""220 (vsFTPd 2.3.4)""","""220 (vsFTPd 2.3.4)""",45,45,"-","-",2022,2022
"Oct 20, 2022 @ 23:40:55.267",1,1,"8_MQ9oMBsx1V2s_5aJxc","filebeat-2022.10.20","-","3db771dd-380f-4c85-abf0-31f39e08eac2","3db771dd-380f-4c85-abf0-31f39e08eac2","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 22:10:37 2022 [pid 52] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 22:10:37 2022 [pid 52] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","6,781","Thu Oct 20 22:10:37 2022 [pid 52] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 22:10:37 2022 [pid 52] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","22:10:37","22:10:37","FTP response","FTP response","192.168.20.3","192.168.20.3","""220 (vsFTPd 2.3.4)""","""220 (vsFTPd 2.3.4)""",52,52,"-","-",2022,2022
"Oct 20, 2022 @ 23:40:55.267",1,1,"9PMQ9oMBsx1V2s_5aJxc","filebeat-2022.10.20","-","3db771dd-380f-4c85-abf0-31f39e08eac2","3db771dd-380f-4c85-abf0-31f39e08eac2","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 22:19:16 2022 [pid 43] CONNECT: Client ""192.168.20.3""","Thu Oct 20 22:19:16 2022 [pid 43] CONNECT: Client ""192.168.20.3""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","7,030","Thu Oct 20 22:19:16 2022 [pid 43] CONNECT: Client ""192.168.20.3""","Thu Oct 20 22:19:16 2022 [pid 43] CONNECT: Client ""192.168.20.3""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","22:19:16","22:19:16",CONNECT,CONNECT,"192.168.20.3","192.168.20.3","-","-",43,43,"-","-",2022,2022
"Oct 20, 2022 @ 23:40:55.267",1,1,"EPMQ9oMBsx1V2s_5aJ1z","filebeat-2022.10.20","-","3db771dd-380f-4c85-abf0-31f39e08eac2","3db771dd-380f-4c85-abf0-31f39e08eac2","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 22:06:29 2022 [pid 47] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 22:06:29 2022 [pid 47] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","6,624","Thu Oct 20 22:06:29 2022 [pid 47] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 22:06:29 2022 [pid 47] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","22:06:29","22:06:29","FTP response","FTP response","192.168.20.3","192.168.20.3","""220 (vsFTPd 2.3.4)""","""220 (vsFTPd 2.3.4)""",47,47,"-","-",2022,2022
"Oct 20, 2022 @ 23:40:55.267",1,1,"9vMQ9oMBsx1V2s_5aJxc","filebeat-2022.10.20","-","3db771dd-380f-4c85-abf0-31f39e08eac2","3db771dd-380f-4c85-abf0-31f39e08eac2","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 22:34:36 2022 [pid 49] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 22:34:36 2022 [pid 49] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","7,880","Thu Oct 20 22:34:36 2022 [pid 49] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 22:34:36 2022 [pid 49] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","22:34:36","22:34:36","FTP response","FTP response","192.168.20.3","192.168.20.3","""220 (vsFTPd 2.3.4)""","""220 (vsFTPd 2.3.4)""",49,49,"-","-",2022,2022
"Oct 20, 2022 @ 23:40:55.267",1,1,"9_MQ9oMBsx1V2s_5aJxc","filebeat-2022.10.20","-","3db771dd-380f-4c85-abf0-31f39e08eac2","3db771dd-380f-4c85-abf0-31f39e08eac2","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 22:37:54 2022 [pid 55] CONNECT: Client ""192.168.20.3""","Thu Oct 20 22:37:54 2022 [pid 55] CONNECT: Client ""192.168.20.3""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","8,129","Thu Oct 20 22:37:54 2022 [pid 55] CONNECT: Client ""192.168.20.3""","Thu Oct 20 22:37:54 2022 [pid 55] CONNECT: Client ""192.168.20.3""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","22:37:54","22:37:54",CONNECT,CONNECT,"192.168.20.3","192.168.20.3","-","-",55,55,"-","-",2022,2022
"Oct 20, 2022 @ 23:40:55.267",1,1,"-PMQ9oMBsx1V2s_5aJxc","filebeat-2022.10.20","-","3db771dd-380f-4c85-abf0-31f39e08eac2","3db771dd-380f-4c85-abf0-31f39e08eac2","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 22:37:54 2022 [pid 55] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 22:37:54 2022 [pid 55] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","8,194","Thu Oct 20 22:37:54 2022 [pid 55] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 22:37:54 2022 [pid 55] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","22:37:54","22:37:54","FTP response","FTP response","192.168.20.3","192.168.20.3","""220 (vsFTPd 2.3.4)""","""220 (vsFTPd 2.3.4)""",55,55,"-","-",2022,2022
"Oct 20, 2022 @ 23:40:55.267",1,1,"-fMQ9oMBsx1V2s_5aJxc","filebeat-2022.10.20","-","3db771dd-380f-4c85-abf0-31f39e08eac2","3db771dd-380f-4c85-abf0-31f39e08eac2","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 22:50:33 2022 [pid 58] CONNECT: Client ""192.168.20.3""","Thu Oct 20 22:50:33 2022 [pid 58] CONNECT: Client ""192.168.20.3""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","8,286","Thu Oct 20 22:50:33 2022 [pid 58] CONNECT: Client ""192.168.20.3""","Thu Oct 20 22:50:33 2022 [pid 58] CONNECT: Client ""192.168.20.3""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","22:50:33","22:50:33",CONNECT,CONNECT,"192.168.20.3","192.168.20.3","-","-",58,58,"-","-",2022,2022
"Oct 20, 2022 @ 23:40:55.267",1,1,"-vMQ9oMBsx1V2s_5aJxc","filebeat-2022.10.20","-","3db771dd-380f-4c85-abf0-31f39e08eac2","3db771dd-380f-4c85-abf0-31f39e08eac2","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 22:50:40 2022 [pid 58] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 22:50:40 2022 [pid 58] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","8,351","Thu Oct 20 22:50:40 2022 [pid 58] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 22:50:40 2022 [pid 58] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","22:50:40","22:50:40","FTP response","FTP response","192.168.20.3","192.168.20.3","""220 (vsFTPd 2.3.4)""","""220 (vsFTPd 2.3.4)""",58,58,"-","-",2022,2022
"Oct 20, 2022 @ 23:40:55.267",1,1,"-_MQ9oMBsx1V2s_5aJxd","filebeat-2022.10.20","-","3db771dd-380f-4c85-abf0-31f39e08eac2","3db771dd-380f-4c85-abf0-31f39e08eac2","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 23:21:53 2022 [pid 46] CONNECT: Client ""192.168.20.3""","Thu Oct 20 23:21:53 2022 [pid 46] CONNECT: Client ""192.168.20.3""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","8,443","Thu Oct 20 23:21:53 2022 [pid 46] CONNECT: Client ""192.168.20.3""","Thu Oct 20 23:21:53 2022 [pid 46] CONNECT: Client ""192.168.20.3""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","23:21:53","23:21:53",CONNECT,CONNECT,"192.168.20.3","192.168.20.3","-","-",46,46,"-","-",2022,2022
"Oct 20, 2022 @ 23:40:55.267",1,1,"EfMQ9oMBsx1V2s_5aJ1z","filebeat-2022.10.20","-","3db771dd-380f-4c85-abf0-31f39e08eac2","3db771dd-380f-4c85-abf0-31f39e08eac2","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 22:11:42 2022 [pid 54] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 22:11:42 2022 [pid 54] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","6,938","Thu Oct 20 22:11:42 2022 [pid 54] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 22:11:42 2022 [pid 54] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","22:11:42","22:11:42","FTP response","FTP response","192.168.20.3","192.168.20.3","""220 (vsFTPd 2.3.4)""","""220 (vsFTPd 2.3.4)""",54,54,"-","-",2022,2022
"Oct 20, 2022 @ 23:40:55.267",1,1,"EvMQ9oMBsx1V2s_5aJ1z","filebeat-2022.10.20","-","3db771dd-380f-4c85-abf0-31f39e08eac2","3db771dd-380f-4c85-abf0-31f39e08eac2","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 22:19:45 2022 [pid 47] CONNECT: Client ""192.168.20.3""","Thu Oct 20 22:19:45 2022 [pid 47] CONNECT: Client ""192.168.20.3""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","7,187","Thu Oct 20 22:19:45 2022 [pid 47] CONNECT: Client ""192.168.20.3""","Thu Oct 20 22:19:45 2022 [pid 47] CONNECT: Client ""192.168.20.3""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","22:19:45","22:19:45",CONNECT,CONNECT,"192.168.20.3","192.168.20.3","-","-",47,47,"-","-",2022,2022
"Oct 20, 2022 @ 23:40:55.267",1,1,"E_MQ9oMBsx1V2s_5aJ1z","filebeat-2022.10.20","-","3db771dd-380f-4c85-abf0-31f39e08eac2","3db771dd-380f-4c85-abf0-31f39e08eac2","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 22:33:53 2022 [pid 47] CONNECT: Client ""192.168.20.3""","Thu Oct 20 22:33:53 2022 [pid 47] CONNECT: Client ""192.168.20.3""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","7,658","Thu Oct 20 22:33:53 2022 [pid 47] CONNECT: Client ""192.168.20.3""","Thu Oct 20 22:33:53 2022 [pid 47] CONNECT: Client ""192.168.20.3""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","22:33:53","22:33:53",CONNECT,CONNECT,"192.168.20.3","192.168.20.3","-","-",47,47,"-","-",2022,2022
"Oct 20, 2022 @ 23:40:55.267",1,1,"FPMQ9oMBsx1V2s_5aJ1z","filebeat-2022.10.20","-","3db771dd-380f-4c85-abf0-31f39e08eac2","3db771dd-380f-4c85-abf0-31f39e08eac2","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 22:33:53 2022 [pid 47] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 22:33:53 2022 [pid 47] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","7,723","Thu Oct 20 22:33:53 2022 [pid 47] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 22:33:53 2022 [pid 47] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","22:33:53","22:33:53","FTP response","FTP response","192.168.20.3","192.168.20.3","""220 (vsFTPd 2.3.4)""","""220 (vsFTPd 2.3.4)""",47,47,"-","-",2022,2022
"Oct 20, 2022 @ 23:40:55.267",1,1,"FvMQ9oMBsx1V2s_5aJ1z","filebeat-2022.10.20","-","3db771dd-380f-4c85-abf0-31f39e08eac2","3db771dd-380f-4c85-abf0-31f39e08eac2","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 22:37:10 2022 [pid 53] CONNECT: Client ""192.168.20.3""","Thu Oct 20 22:37:10 2022 [pid 53] CONNECT: Client ""192.168.20.3""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","7,972","Thu Oct 20 22:37:10 2022 [pid 53] CONNECT: Client ""192.168.20.3""","Thu Oct 20 22:37:10 2022 [pid 53] CONNECT: Client ""192.168.20.3""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","22:37:10","22:37:10",CONNECT,CONNECT,"192.168.20.3","192.168.20.3","-","-",53,53,"-","-",2022,2022
