,LogName,RuleName,UtcTime,ProcessGuid,ProcessId,QueryName,QueryStatus,QueryResults,Image,User,EventType,TargetObject,Details,FileVersion,Description,Product,Company,OriginalFileName,CommandLine,CurrentDirectory,LogonGuid,LogonId,TerminalSessionId,IntegrityLevel,Hashes,ParentProcessGuid,ParentProcessId,ParentCommandLine,ParentUser,TargetFilename,CreationUtcTime,Protocol,Initiated,SourceIp,SourceHostname,SourcePort,SourcePortName,DestinationIp,DestinationHostname,DestinationPort,DestinationPortName
36," Dns query:
",-,2022-10-25 01:30:29.124,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.mshome.net.,9501,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37," Dns query:
",-,2022-10-25 01:30:29.134,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_ldap._tcp.gc._msdcs.mshome.net.,9501,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38," Dns query:
",-,2022-10-25 01:30:29.142,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_ldap._tcp.Default-First-Site-Name._sites.gc._msdcs.mshome.net.,9501,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39," Dns query:
",-,2022-10-25 01:30:29.155,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_kerberos._tcp.dc._msdcs.mshome.net.,9501,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40," Dns query:
",-,2022-10-25 01:30:29.166,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_kerberos._tcp.Default-First-Site-Name._sites.dc._msdcs.mshome.net.,9501,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41," Dns query:
",-,2022-10-25 01:30:29.179,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_kerberos._tcp.mshome.net.,9501,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42," Dns query:
",-,2022-10-25 01:30:29.191,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_kerberos._tcp.Default-First-Site-Name._sites.mshome.net.,9501,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43," Dns query:
",-,2022-10-25 01:30:29.202,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_gc._tcp.mshome.net.,9501,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44," Dns query:
",-,2022-10-25 01:30:29.212,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_gc._tcp.Default-First-Site-Name._sites.mshome.net.,9501,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45," Dns query:
",-,2022-10-25 01:30:29.222,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_kerberos._udp.mshome.net.,9501,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46," Dns query:
",-,2022-10-25 01:30:29.231,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_kpasswd._tcp.mshome.net.,9501,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47," Dns query:
",-,2022-10-25 01:30:29.243,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_kpasswd._udp.mshome.net.,9501,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48," Dns query:
",-,2022-10-25 01:30:29.254,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_ldap._tcp.DomainDnsZones.mshome.net.,9501,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49," Dns query:
",-,2022-10-25 01:30:29.264,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_ldap._tcp.Default-First-Site-Name._sites.DomainDnsZones.mshome.net.,9501,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50," Dns query:
",-,2022-10-25 01:30:29.274,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_ldap._tcp.ForestDnsZones.mshome.net.,9501,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51," Dns query:
",-,2022-10-25 01:30:29.285,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_ldap._tcp.Default-First-Site-Name._sites.ForestDnsZones.mshome.net.,9501,type:  6 ;,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52," Process Create:
",-,2022-10-25 01:30:32.182,{fb91fd7c-3c38-6357-ba00-000000000d00},2692,,,,C:\Windows\System32\cmd.exe,MSHOME\Administrator,,,,10.0.17763.592 (WinBuild.160101.0800),Windows Command Processor,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,Cmd.Exe,"cmd.exe /Q /c powershell -c ""(new-gpo -name testgpo3 | new-gplink -target 'dc=mshome,dc=net');(set-gpregistryvalue -name testgpo3 -key 'HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Exclusions' -valuename 'Exclusions_Paths' -type DWord -value 1); (set-gpregistryvalue -name testgpo3 -key 'HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Exclusions\Paths' -valuename 'C:\' -type String -value 1); (gpupdate /force); (netsh advfirewall firewall add rule name='Allow Ping' dir=in action=allow protocol=ANY remoteip=10.0.1.2); (netsh advfirewall firewall add rule name='Allow Ping' dir=out action=allow protocol=ANY remoteip=10.0.1.2)"" 1> \\127.0.0.1\ADMIN$\__1666661380.4618123 2>&1",C:\,{fb91fd7c-3c05-6357-2754-0e0000000000},0xE5427,0,High,"MD5=975B45B669930B0CC773EAF2B414206F,SHA256=3656F37A1C6951EC4496FABB8EE957D3A6E3C276D5A3785476B482C9C0D32EA2,IMPHASH=272245E2988E1E430500B852C4FB5E18",{fb91fd7c-3c05-6357-b500-000000000d00},4216,C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding,NT AUTHORITY\NETWORK SERVICE,,,,,,,,,,,,
53," Process Create:
",-,2022-10-25 01:30:32.264,{fb91fd7c-3c38-6357-bc00-000000000d00},2768,,,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,MSHOME\Administrator,,,,10.0.17763.1 (WinBuild.160101.0800),Windows PowerShell,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,PowerShell.EXE,"powershell  -c ""(new-gpo -name testgpo3 | new-gplink -target 'dc=mshome,dc=net');(set-gpregistryvalue -name testgpo3 -key 'HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Exclusions' -valuename 'Exclusions_Paths' -type DWord -value 1); (set-gpregistryvalue -name testgpo3 -key 'HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Exclusions\Paths' -valuename 'C:\' -type String -value 1); (gpupdate /force); (netsh advfirewall firewall add rule name='Allow Ping' dir=in action=allow protocol=ANY remoteip=10.0.1.2); (netsh advfirewall firewall add rule name='Allow Ping' dir=out action=allow protocol=ANY remoteip=10.0.1.2)""",C:\,{fb91fd7c-3c05-6357-2754-0e0000000000},0xE5427,0,High,"MD5=7353F60B1739074EB17C5F4DDDEFE239,SHA256=DE96A6E69944335375DC1AC238336066889D9FFC7D73628EF4FE1B1B160AB32C,IMPHASH=741776AACCFC5B71FF59832DCDCACE0F",{fb91fd7c-3c38-6357-ba00-000000000d00},2692,"cmd.exe /Q /c powershell -c ""(new-gpo -name testgpo3 | new-gplink -target 'dc=mshome,dc=net');(set-gpregistryvalue -name testgpo3 -key 'HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Exclusions' -valuename 'Exclusions_Paths' -type DWord -value 1); (set-gpregistryvalue -name testgpo3 -key 'HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Exclusions\Paths' -valuename 'C:\' -type String -value 1); (gpupdate /force); (netsh advfirewall firewall add rule name='Allow Ping' dir=in action=allow protocol=ANY remoteip=10.0.1.2); (netsh advfirewall firewall add rule name='Allow Ping' dir=out action=allow protocol=ANY remoteip=10.0.1.2)"" 1> \\127.0.0.1\ADMIN$\__1666661380.4618123 2>&1",MSHOME\Administrator,,,,,,,,,,,,
54," File created:
",-,2022-10-25 01:30:32.399,{fb91fd7c-3c38-6357-bc00-000000000d00},2768,,,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,MSHOME\Administrator,,,,,,,,,,,,,,,,,,,,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_gnjq1lzj.r5m.ps1,2022-10-25 01:30:32.399,,,,,,,,,,
55," File created:
",-,2022-10-25 01:30:32.839,{fb91fd7c-3c38-6357-bc00-000000000d00},2768,,,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,MSHOME\Administrator,,,,,,,,,,,,,,,,,,,,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_f3iqiykr.svd.ps1,2022-10-25 01:30:32.839,,,,,,,,,,
56," Process Create:
",-,2022-10-25 01:30:35.720,{fb91fd7c-3c3b-6357-bd00-000000000d00},3264,,,,C:\Windows\System32\gpupdate.exe,MSHOME\Administrator,,,,10.0.17763.1 (WinBuild.160101.0800),MicrosoftÂ® Group Policy Update Utility,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,GPUpdate.exe,"""C:\Windows\system32\gpupdate.exe"" /force",C:\,{fb91fd7c-3c05-6357-2754-0e0000000000},0xE5427,0,High,"MD5=5BC3021BF9F2787FA17442B68739755E,SHA256=91FFAB6770BCF42F25B8674FE8C0DF039D31B15D6A84616DFE839786F9088931,IMPHASH=874ADC3991B152C2F8C8ABC6E3F65A5C",{fb91fd7c-3c38-6357-bc00-000000000d00},2768,"powershell  -c ""(new-gpo -name testgpo3 | new-gplink -target 'dc=mshome,dc=net');(set-gpregistryvalue -name testgpo3 -key 'HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Exclusions' -valuename 'Exclusions_Paths' -type DWord -value 1); (set-gpregistryvalue -name testgpo3 -key 'HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Exclusions\Paths' -valuename 'C:\' -type String -value 1); (gpupdate /force); (netsh advfirewall firewall add rule name='Allow Ping' dir=in action=allow protocol=ANY remoteip=10.0.1.2); (netsh advfirewall firewall add rule name='Allow Ping' dir=out action=allow protocol=ANY remoteip=10.0.1.2)""",MSHOME\Administrator,,,,,,,,,,,,
57," Dns query:
",-,2022-10-25 01:30:35.079,{fb91fd7c-3c38-6357-bc00-000000000d00},2768,dc.mshome.net,0,fe80::b9ef:a298:4cca:56f7;::ffff:10.0.0.2;,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,MSHOME\Administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58," Dns query:
",-,2022-10-25 01:30:35.444,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_ldap._tcp.Default-First-Site-Name._sites.dc.mshome.net.,9003,-,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59," Dns query:
",-,2022-10-25 01:30:35.446,{fb91fd7c-ca57-6356-0c00-000000000d00},580,_ldap._tcp.dc.mshome.net.,9003,-,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60," Dns query:
",-,2022-10-25 01:30:35.449,{fb91fd7c-3c38-6357-bc00-000000000d00},2768,_ldap._tcp.Default-First-Site-Name._sites.dc.mshome.net.,9003,-,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,MSHOME\Administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
