@timestamp,agent.hostname,command,cwd,event.ingested,filename,host.hostname,host.id,host.ip,host.mac,host.name,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.type,host.os.version,message,sid,tty,uid
"Oct 24, 2022 @ 23:24:56.590",dvwa_web,/usr/bin/tput hpa 60,/,"Oct 24, 2022 @ 23:24:57.546",/usr/bin/tput,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/ filename:/usr/bin/tput]: /usr/bin/tput hpa 60,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:24:56.590",dvwa_web,/usr/bin/tput setaf 1,/,"Oct 24, 2022 @ 23:24:57.546",/usr/bin/tput,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/ filename:/usr/bin/tput]: /usr/bin/tput setaf 1,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:24:56.590",dvwa_web,/usr/bin/tput setaf 1,/,"Oct 24, 2022 @ 23:24:57.546",/usr/bin/tput,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/ filename:/usr/bin/tput]: /usr/bin/tput setaf 1,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:24:56.590",dvwa_web,/usr/bin/tput setaf 3,/,"Oct 24, 2022 @ 23:24:57.546",/usr/bin/tput,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/ filename:/usr/bin/tput]: /usr/bin/tput setaf 3,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:24:56.590",dvwa_web,/usr/bin/tput op,/,"Oct 24, 2022 @ 23:24:57.546",/usr/bin/tput,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/ filename:/usr/bin/tput]: /usr/bin/tput op,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:52.581",dvwa_web,/usr/sbin/sshd -R,/,"Oct 24, 2022 @ 23:23:53.584",/usr/sbin/sshd,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256229 tty:(none) cwd:/ filename:/usr/sbin/sshd]: /usr/sbin/sshd -R,256229,(none),0
"Oct 24, 2022 @ 23:23:18.577",dvwa_web,ls,/exploits/Persistence,"Oct 24, 2022 @ 23:23:19.438",/bin/ls,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Persistence filename:/bin/ls]: ls,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:04.575",dvwa_web,service cron status,/exploits/Privilege_Escalation_T1548.001,"Oct 24, 2022 @ 23:23:05.578",/usr/sbin/service,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Privilege_Escalation_T1548.001 filename:/usr/sbin/service]: service cron status,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:04.575",dvwa_web,basename /usr/sbin/service,/exploits/Privilege_Escalation_T1548.001,"Oct 24, 2022 @ 23:23:05.578",/usr/bin/basename,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Privilege_Escalation_T1548.001 filename:/usr/bin/basename]: basename /usr/sbin/service,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:04.575",dvwa_web,basename /usr/sbin/service,/exploits/Privilege_Escalation_T1548.001,"Oct 24, 2022 @ 23:23:05.578",/usr/bin/basename,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Privilege_Escalation_T1548.001 filename:/usr/bin/basename]: basename /usr/sbin/service,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:04.575",dvwa_web,env -i LANG= LANGUAGE= LC_CTYPE= LC_NUMERIC= LC_TIME= LC_COLLATE= LC_MONETARY= LC_MESSAGES= LC_PAPER= LC_NAME= LC_ADDRESS= LC_TELEPHONE= LC_MEASUREMENT= LC_IDENTIFICATION= LC_ALL= PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin TERM=xterm /etc/init.d/cron status,/,"Oct 24, 2022 @ 23:23:05.578",/usr/local/sbin/env,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/ filename:/usr/local/sbin/env]: env -i LANG= LANGUAGE= LC_CTYPE= LC_NUMERIC= LC_TIME= LC_COLLATE= LC_MONETARY= LC_MESSAGES= LC_PAPER= LC_NAME= LC_ADDRESS= LC_TELEPHONE= LC_MEASUREMENT= LC_IDENTIFICATION= LC_ALL= PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin TERM=xterm /etc/init.d/cron status,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:04.575",dvwa_web,env -i LANG= LANGUAGE= LC_CTYPE= LC_NUMERIC= LC_TIME= LC_COLLATE= LC_MONETARY= LC_MESSAGES= LC_PAPER= LC_NAME= LC_ADDRESS= LC_TELEPHONE= LC_MEASUREMENT= LC_IDENTIFICATION= LC_ALL= PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin TERM=xterm /etc/init.d/cron status,/,"Oct 24, 2022 @ 23:23:05.578",/usr/local/bin/env,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/ filename:/usr/local/bin/env]: env -i LANG= LANGUAGE= LC_CTYPE= LC_NUMERIC= LC_TIME= LC_COLLATE= LC_MONETARY= LC_MESSAGES= LC_PAPER= LC_NAME= LC_ADDRESS= LC_TELEPHONE= LC_MEASUREMENT= LC_IDENTIFICATION= LC_ALL= PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin TERM=xterm /etc/init.d/cron status,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:04.575",dvwa_web,env -i LANG= LANGUAGE= LC_CTYPE= LC_NUMERIC= LC_TIME= LC_COLLATE= LC_MONETARY= LC_MESSAGES= LC_PAPER= LC_NAME= LC_ADDRESS= LC_TELEPHONE= LC_MEASUREMENT= LC_IDENTIFICATION= LC_ALL= PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin TERM=xterm /etc/init.d/cron status,/,"Oct 24, 2022 @ 23:23:05.578",/usr/sbin/env,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/ filename:/usr/sbin/env]: env -i LANG= LANGUAGE= LC_CTYPE= LC_NUMERIC= LC_TIME= LC_COLLATE= LC_MONETARY= LC_MESSAGES= LC_PAPER= LC_NAME= LC_ADDRESS= LC_TELEPHONE= LC_MEASUREMENT= LC_IDENTIFICATION= LC_ALL= PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin TERM=xterm /etc/init.d/cron status,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:04.575",dvwa_web,env -i LANG= LANGUAGE= LC_CTYPE= LC_NUMERIC= LC_TIME= LC_COLLATE= LC_MONETARY= LC_MESSAGES= LC_PAPER= LC_NAME= LC_ADDRESS= LC_TELEPHONE= LC_MEASUREMENT= LC_IDENTIFICATION= LC_ALL= PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin TERM=xterm /etc/init.d/cron status,/,"Oct 24, 2022 @ 23:23:05.578",/usr/bin/env,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/ filename:/usr/bin/env]: env -i LANG= LANGUAGE= LC_CTYPE= LC_NUMERIC= LC_TIME= LC_COLLATE= LC_MONETARY= LC_MESSAGES= LC_PAPER= LC_NAME= LC_ADDRESS= LC_TELEPHONE= LC_MEASUREMENT= LC_IDENTIFICATION= LC_ALL= PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin TERM=xterm /etc/init.d/cron status,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:04.575",dvwa_web,run-parts --lsbsysinit --list /lib/lsb/init-functions.d,/,"Oct 24, 2022 @ 23:23:05.578",/bin/run-parts,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/ filename:/bin/run-parts]: run-parts --lsbsysinit --list /lib/lsb/init-functions.d,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:04.575",dvwa_web,cat /etc/timezone,/,"Oct 24, 2022 @ 23:23:05.578",/bin/cat,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/ filename:/bin/cat]: cat /etc/timezone,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:04.575",dvwa_web,/usr/bin/tput hpa 60,/,"Oct 24, 2022 @ 23:23:05.578",/usr/bin/tput,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/ filename:/usr/bin/tput]: /usr/bin/tput hpa 60,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:04.575",dvwa_web,/usr/bin/tput setaf 1,/,"Oct 24, 2022 @ 23:23:05.578",/usr/bin/tput,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/ filename:/usr/bin/tput]: /usr/bin/tput setaf 1,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:04.575",dvwa_web,/usr/bin/tput setaf 1,/,"Oct 24, 2022 @ 23:23:05.578",/usr/bin/tput,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/ filename:/usr/bin/tput]: /usr/bin/tput setaf 1,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:04.575",dvwa_web,/usr/bin/tput setaf 3,/,"Oct 24, 2022 @ 23:23:05.578",/usr/bin/tput,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/ filename:/usr/bin/tput]: /usr/bin/tput setaf 3,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:04.575",dvwa_web,/usr/bin/tput op,/,"Oct 24, 2022 @ 23:23:05.578",/usr/bin/tput,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/ filename:/usr/bin/tput]: /usr/bin/tput op,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:02.573",dvwa_web,service cron start,/exploits/Privilege_Escalation_T1548.001,"Oct 24, 2022 @ 23:23:03.420",/usr/sbin/service,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Privilege_Escalation_T1548.001 filename:/usr/sbin/service]: service cron start,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:02.573",dvwa_web,basename /usr/sbin/service,/exploits/Privilege_Escalation_T1548.001,"Oct 24, 2022 @ 23:23:03.420",/usr/bin/basename,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Privilege_Escalation_T1548.001 filename:/usr/bin/basename]: basename /usr/sbin/service,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:02.573",dvwa_web,basename /usr/sbin/service,/exploits/Privilege_Escalation_T1548.001,"Oct 24, 2022 @ 23:23:03.420",/usr/bin/basename,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Privilege_Escalation_T1548.001 filename:/usr/bin/basename]: basename /usr/sbin/service,256075,/dev/pts/0,0
"Oct 24, 2022 @ 23:23:02.573",dvwa_web,env -i LANG= LANGUAGE= LC_CTYPE= LC_NUMERIC= LC_TIME= LC_COLLATE= LC_MONETARY= LC_MESSAGES= LC_PAPER= LC_NAME= LC_ADDRESS= LC_TELEPHONE= LC_MEASUREMENT= LC_IDENTIFICATION= LC_ALL= PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin TERM=xterm /etc/init.d/cron start,/,"Oct 24, 2022 @ 23:23:03.420",/usr/local/sbin/env,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),[uid:0 sid:256075 tty:/dev/pts/0 cwd:/ filename:/usr/local/sbin/env]: env -i LANG= LANGUAGE= LC_CTYPE= LC_NUMERIC= LC_TIME= LC_COLLATE= LC_MONETARY= LC_MESSAGES= LC_PAPER= LC_NAME= LC_ADDRESS= LC_TELEPHONE= LC_MEASUREMENT= LC_IDENTIFICATION= LC_ALL= PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin TERM=xterm /etc/init.d/cron start,256075,/dev/pts/0,0
